Date - Time,Count,Rain(inches),Date - Time 2,Stage,Flow
10/9/17 11:00,12.36,0,10/9/17 11:00,1.05,1
10/9/17 10:45,12.36,0,10/9/17 10:45,1.05,1
10/9/17 10:30,12.36,0,10/9/17 10:30,1.05,1
10/9/17 10:15,12.36,0,10/9/17 10:15,1.06,1
10/9/17 10:00,12.36,0,10/9/17 10:00,1.08,1
10/9/17 9:45,12.36,0,10/9/17 9:45,1.06,1
10/9/17 9:30,12.36,0,10/9/17 9:30,1.05,1
10/9/17 9:15,12.36,0,10/9/17 9:15,1.05,1
10/9/17 9:00,12.36,0,10/9/17 9:00,1.03,1
10/9/17 8:45,12.36,0,10/9/17 8:45,1.05,1
10/9/17 8:30,12.36,0,10/9/17 8:30,1.05,1
10/9/17 8:15,12.36,0,10/9/17 8:15,1.06,1
10/9/17 8:00,12.36,0,10/9/17 8:00,1.04,1
10/9/17 7:45,12.36,0,10/9/17 7:45,1.04,1
10/9/17 7:30,12.36,0,10/9/17 7:30,1.05,1
10/9/17 7:15,12.36,0,10/9/17 7:15,1.06,1
10/9/17 7:00,12.36,0,10/9/17 7:00,1.04,1
10/9/17 6:45,12.36,0,10/9/17 6:45,1.04,1
10/9/17 6:30,12.36,0,10/9/17 6:30,1.03,1
10/9/17 6:15,12.36,0,10/9/17 6:15,1.02,1
10/9/17 6:00,12.36,0,10/9/17 6:00,1.03,1
10/9/17 5:45,12.36,0,10/9/17 5:45,1.04,1
10/9/17 5:30,12.36,0,10/9/17 5:30,1.03,1
10/9/17 5:15,12.36,0,10/9/17 5:15,1.05,1
10/9/17 5:00,12.36,0,10/9/17 5:00,1.05,1
10/9/17 4:45,12.36,0,10/9/17 4:45,1.03,1
10/9/17 4:30,12.36,0,10/9/17 4:30,1.03,1
10/9/17 4:15,12.36,0,10/9/17 4:15,1.04,1
10/9/17 4:00,12.36,0,10/9/17 4:00,1.02,1
10/9/17 3:45,12.36,0,10/9/17 3:45,1.05,1
10/9/17 3:30,12.36,0,10/9/17 3:30,1.05,1
10/9/17 3:15,12.36,0,10/9/17 3:15,1.04,1
10/9/17 3:00,12.36,0,10/9/17 3:00,1.05,1
10/9/17 2:45,12.36,0,10/9/17 2:45,1.04,1
10/9/17 2:30,12.36,0,10/9/17 2:30,1.04,1
10/9/17 2:15,12.36,0,10/9/17 2:15,1.04,1
10/9/17 2:00,12.36,0,10/9/17 2:00,1.04,1
10/9/17 1:45,12.36,0,10/9/17 1:45,1.1,1
10/9/17 1:30,12.36,0,10/9/17 1:30,1.03,1
10/9/17 1:15,12.36,0,10/9/17 1:15,1.04,1
10/9/17 1:00,12.36,0,10/9/17 1:00,1.04,1
10/9/17 0:45,12.36,0,10/9/17 0:45,1.04,1
10/9/17 0:30,12.36,0,10/9/17 0:30,1.02,1
10/9/17 0:15,12.36,0,10/9/17 0:15,1.08,1
10/9/17 0:00,12.36,0,10/9/17 0:00,1.03,1
10/8/17 23:45,12.36,0,10/8/17 23:45,1.03,1
10/8/17 23:30,12.36,0,10/8/17 23:30,1.02,1
10/8/17 23:15,12.36,0,10/8/17 23:15,1.02,1
10/8/17 23:00,12.36,0,10/8/17 23:00,1.06,1
10/8/17 22:45,12.36,0,10/8/17 22:45,1.03,1
10/8/17 22:30,12.36,0,10/8/17 22:30,1.04,1
10/8/17 22:15,12.36,0,10/8/17 22:15,1.06,1
10/8/17 22:00,12.36,0,10/8/17 22:00,1.03,1
10/8/17 21:45,12.36,0,10/8/17 21:45,1.03,1
10/8/17 21:30,12.36,0,10/8/17 21:30,1.04,1
10/8/17 21:15,12.36,0,10/8/17 21:15,1.03,1
10/8/17 21:00,12.36,0,10/8/17 21:00,1.09,1
10/8/17 20:45,12.36,0,10/8/17 20:45,1.01,1
10/8/17 20:30,12.36,0,10/8/17 20:30,1.02,1
10/8/17 20:15,12.36,0,10/8/17 20:15,1.02,1
10/8/17 20:00,12.36,0,10/8/17 20:00,1.03,1
10/8/17 19:45,12.36,0,10/8/17 19:45,1.02,1
10/8/17 19:30,12.36,0,10/8/17 19:30,1.02,1
10/8/17 19:15,12.36,0,10/8/17 19:15,1.02,1
10/8/17 19:00,12.36,0,10/8/17 19:00,1.01,1
10/8/17 18:45,12.36,0,10/8/17 18:45,1,1
10/8/17 18:30,12.36,0,10/8/17 18:30,1.04,1
10/8/17 18:15,12.36,0,10/8/17 18:15,1.03,1
10/8/17 18:00,12.36,0,10/8/17 18:00,1.01,1
10/8/17 17:45,12.36,0,10/8/17 17:45,1.07,1
10/8/17 17:30,12.36,0,10/8/17 17:30,1.06,1
10/8/17 17:15,12.36,0,10/8/17 17:15,1.05,1
10/8/17 17:00,12.36,0,10/8/17 17:00,1.07,1
10/8/17 16:45,12.36,0,10/8/17 16:45,1.04,1
10/8/17 16:30,12.36,0,10/8/17 16:30,1.03,1
10/8/17 16:15,12.36,0,10/8/17 16:15,1.02,1
10/8/17 16:00,12.36,0,10/8/17 16:00,1.03,1
10/8/17 15:45,12.36,0,10/8/17 15:45,1.03,1
10/8/17 15:30,12.36,0,10/8/17 15:30,1.04,1
10/8/17 15:15,12.36,0,10/8/17 15:15,1.06,1
10/8/17 15:00,12.36,0,10/8/17 15:00,1.06,1
10/8/17 14:45,12.36,0,10/8/17 14:45,1.02,1
10/8/17 14:30,12.36,0,10/8/17 14:30,0.8,0
10/8/17 14:15,12.36,0,10/8/17 14:15,1.03,1
10/8/17 14:00,12.36,0,10/8/17 14:00,1.03,1
10/8/17 13:45,12.36,0,10/8/17 13:45,1.04,1
10/8/17 13:30,12.36,0,10/8/17 13:30,1.07,1
10/8/17 13:15,12.36,0,10/8/17 13:15,1.05,1
10/8/17 13:00,12.36,0,10/8/17 13:00,1.03,1
10/8/17 12:45,12.36,0,10/8/17 12:45,1.04,1
10/8/17 12:30,12.36,0,10/8/17 12:30,1.04,1
10/8/17 12:15,12.36,0,10/8/17 12:15,1.05,1
10/8/17 12:00,12.36,0,10/8/17 12:00,1.05,1
10/8/17 11:45,12.36,0,10/8/17 11:45,1.07,1
10/8/17 11:30,12.36,0,10/8/17 11:30,1.05,1
10/8/17 11:15,12.36,0,10/8/17 11:15,1.04,1
10/8/17 11:00,12.36,0,10/8/17 11:00,1.05,1
10/8/17 10:45,12.36,0,10/8/17 10:45,1.04,1
10/8/17 10:30,12.36,0,10/8/17 10:30,1.06,1
10/8/17 10:15,12.36,0,10/8/17 10:15,1.06,1
10/8/17 10:00,12.36,0,10/8/17 10:00,1.09,1
10/8/17 9:45,12.36,0,10/8/17 9:45,1.06,1
10/8/17 9:30,12.36,0,10/8/17 9:30,1.06,1
10/8/17 9:15,12.36,0,10/8/17 9:15,1.04,1
10/8/17 9:00,12.36,0,10/8/17 9:00,1.1,1
10/8/17 8:45,12.36,0,10/8/17 8:45,1.02,1
10/8/17 8:30,12.36,0,10/8/17 8:30,1.06,1
10/8/17 8:15,12.36,0,10/8/17 8:15,1.06,1
10/8/17 8:00,12.36,0,10/8/17 8:00,1.06,1
10/8/17 7:45,12.36,0,10/8/17 7:45,1.05,1
10/8/17 7:30,12.36,0,10/8/17 7:30,1.07,1
10/8/17 7:15,12.36,0,10/8/17 7:15,1.05,1
10/8/17 7:00,12.36,0,10/8/17 7:00,1.06,1
10/8/17 6:45,12.36,0,10/8/17 6:45,1.03,1
10/8/17 6:30,12.36,0,10/8/17 6:30,1.09,1
10/8/17 6:15,12.36,0,10/8/17 6:15,1.06,1
10/8/17 6:00,12.36,0,10/8/17 6:00,1.06,1
10/8/17 5:45,12.36,0,10/8/17 5:45,1.06,1
10/8/17 5:30,12.36,0,10/8/17 5:30,1.03,1
10/8/17 5:15,12.36,0,10/8/17 5:15,1.05,1
10/8/17 5:00,12.36,0,10/8/17 5:00,1.06,1
10/8/17 4:45,12.36,0,10/8/17 4:45,0.98,1
10/8/17 4:30,12.36,0,10/8/17 4:30,0.9,1
10/8/17 4:15,12.36,0,10/8/17 4:15,0.96,1
10/8/17 4:00,12.36,0,10/8/17 4:00,1.04,1
10/8/17 3:45,12.36,0,10/8/17 3:45,1.04,1
10/8/17 3:30,12.36,0,10/8/17 3:30,1.04,1
10/8/17 3:15,12.36,0,10/8/17 3:15,0.81,0
10/8/17 3:00,12.36,0,10/8/17 3:00,0.82,0
10/8/17 2:45,12.36,0,10/8/17 2:45,1.06,1
10/8/17 2:30,12.36,0,10/8/17 2:30,0.82,0
10/8/17 2:15,12.36,0,10/8/17 2:15,0.83,0
10/8/17 2:00,12.36,0,10/8/17 2:00,1.05,1
10/8/17 1:45,12.36,0,10/8/17 1:45,1.06,1
10/8/17 1:30,12.36,0,10/8/17 1:30,1.11,1
10/8/17 1:15,12.36,0,10/8/17 1:15,1.05,1
10/8/17 1:00,12.36,0,10/8/17 1:00,1.04,1
10/8/17 0:45,12.36,0,10/8/17 0:45,1.03,1
10/8/17 0:30,12.36,0,10/8/17 0:30,1.06,1
10/8/17 0:15,12.36,0,10/8/17 0:15,1.04,1
10/8/17 0:00,12.36,0,10/8/17 0:00,1.05,1
10/7/17 23:45,12.36,0,10/7/17 23:45,1.05,1
10/7/17 23:30,12.36,0,10/7/17 23:30,1.06,1
10/7/17 23:15,12.36,0,10/7/17 23:15,1.01,1
10/7/17 23:00,12.36,0,10/7/17 23:00,1.03,1
10/7/17 22:45,12.36,0,10/7/17 22:45,1.06,1
10/7/17 22:30,12.36,0,10/7/17 22:30,1.04,1
10/7/17 22:15,12.36,0,10/7/17 22:15,1.05,1
10/7/17 22:00,12.36,0,10/7/17 22:00,1.05,1
10/7/17 21:45,12.36,0,10/7/17 21:45,1.01,1
10/7/17 21:30,12.36,0,10/7/17 21:30,1.04,1
10/7/17 21:15,12.36,0,10/7/17 21:15,1.07,1
10/7/17 21:00,12.36,0,10/7/17 21:00,1.05,1
10/7/17 20:45,12.36,0,10/7/17 20:45,1.05,1
10/7/17 20:30,12.36,0,10/7/17 20:30,1.09,1
10/7/17 20:15,12.36,0,10/7/17 20:15,1.07,1
10/7/17 20:00,12.36,0,10/7/17 20:00,1.05,1
10/7/17 19:45,12.36,0,10/7/17 19:45,1.02,1
10/7/17 19:30,12.36,0,10/7/17 19:30,1.04,1
10/7/17 19:15,12.36,0,10/7/17 19:15,1.04,1
10/7/17 19:00,12.36,0,10/7/17 19:00,1.05,1
10/7/17 18:45,12.36,0,10/7/17 18:45,1.05,1
10/7/17 18:30,12.36,0,10/7/17 18:30,1.05,1
10/7/17 18:15,12.36,0,10/7/17 18:15,1.03,1
10/7/17 18:00,12.36,0,10/7/17 18:00,1.05,1
10/7/17 17:45,12.36,0,10/7/17 17:45,1.03,1
10/7/17 17:30,12.36,0,10/7/17 17:30,1.05,1
10/7/17 17:15,12.36,0,10/7/17 17:15,1.04,1
10/7/17 17:00,12.36,0,10/7/17 17:00,1.04,1
10/7/17 16:45,12.36,0,10/7/17 16:45,1.05,1
10/7/17 16:30,12.36,0,10/7/17 16:30,0.99,1
10/7/17 16:15,12.36,0,10/7/17 16:15,1.02,1
10/7/17 16:00,12.36,0,10/7/17 16:00,1.03,1
10/7/17 15:45,12.36,0,10/7/17 15:45,1.05,1
10/7/17 15:30,12.36,0,10/7/17 15:30,1,1
10/7/17 15:15,12.36,0,10/7/17 15:15,1.05,1
10/7/17 15:00,12.36,0,10/7/17 15:00,1.04,1
10/7/17 14:45,12.36,0,10/7/17 14:45,1.05,1
10/7/17 14:30,12.36,0,10/7/17 14:30,1.05,1
10/7/17 14:15,12.36,0,10/7/17 14:15,1.05,1
10/7/17 14:00,12.36,0,10/7/17 14:00,1.04,1
10/7/17 13:45,12.36,0,10/7/17 13:45,1.05,1
10/7/17 13:30,12.36,0,10/7/17 13:30,1.05,1
10/7/17 13:15,12.36,0,10/7/17 13:15,1.05,1
10/7/17 13:00,12.36,0,10/7/17 13:00,1.06,1
10/7/17 12:45,12.36,0,10/7/17 12:45,1.06,1
10/7/17 12:30,12.36,0,10/7/17 12:30,1.05,1
10/7/17 12:15,12.36,0,10/7/17 12:15,1.05,1
10/7/17 12:00,12.36,0,10/7/17 12:00,1.06,1
10/7/17 11:45,12.36,0,10/7/17 11:45,1.06,1
10/7/17 11:30,12.36,0,10/7/17 11:30,1.06,1
10/7/17 11:15,12.36,0,10/7/17 11:15,1.04,1
10/7/17 11:00,12.36,0,10/7/17 11:00,1.08,1
10/7/17 10:45,12.36,0,10/7/17 10:45,1.08,1
10/7/17 10:30,12.36,0,10/7/17 10:30,1.04,1
10/7/17 10:15,12.36,0,10/7/17 10:15,0.97,1
10/7/17 10:00,12.36,0,10/7/17 10:00,0.95,1
10/7/17 9:45,12.36,0,10/7/17 9:45,0.82,0
10/7/17 9:30,12.36,0,10/7/17 9:30,1.05,1
10/7/17 9:15,12.36,0,10/7/17 9:15,1.09,1
10/7/17 9:00,12.36,0,10/7/17 9:00,1.04,1
10/7/17 8:45,12.36,0,10/7/17 8:45,1.07,1
10/7/17 8:30,12.36,0,10/7/17 8:30,1.07,1
10/7/17 8:15,12.36,0,10/7/17 8:15,0.96,1
10/7/17 8:00,12.36,0,10/7/17 8:00,1.07,1
10/7/17 7:45,12.36,0,10/7/17 7:45,1.06,1
10/7/17 7:30,12.36,0,10/7/17 7:30,0.82,0
10/7/17 7:15,12.36,0,10/7/17 7:15,1.06,1
10/7/17 7:00,12.36,0,10/7/17 7:00,1.08,1
10/7/17 6:45,12.36,0,10/7/17 6:45,1.07,1
10/7/17 6:30,12.36,0,10/7/17 6:30,0.91,1
10/7/17 6:15,12.36,0,10/7/17 6:15,1.11,1
10/7/17 6:00,12.36,0,10/7/17 6:00,1.04,1
10/7/17 5:45,12.36,0,10/7/17 5:45,1.07,1
10/7/17 5:30,12.36,0,10/7/17 5:30,1.06,1
10/7/17 5:15,12.36,0,10/7/17 5:15,1.09,1
10/7/17 5:00,12.36,0,10/7/17 5:00,1.03,1
10/7/17 4:45,12.36,0,10/7/17 4:45,1.07,1
10/7/17 4:30,12.36,0,10/7/17 4:30,1.06,1
10/7/17 4:15,12.36,0,10/7/17 4:15,1.1,1
10/7/17 4:00,12.36,0,10/7/17 4:00,1.06,1
10/7/17 3:45,12.36,0,10/7/17 3:45,1.03,1
10/7/17 3:31,12.36,0,10/7/17 3:31,0.82,0
10/7/17 3:15,12.36,0,10/7/17 3:15,0.82,0
10/7/17 3:00,12.36,0,10/7/17 3:00,1.04,1
10/7/17 2:45,12.36,0,10/7/17 2:45,1.15,2
10/7/17 2:30,12.36,0,10/7/17 2:30,0.89,1
10/7/17 2:15,12.36,0,10/7/17 2:15,1.06,1
10/7/17 2:00,12.36,0,10/7/17 2:00,1.07,1
10/7/17 1:45,12.36,0,10/7/17 1:45,1.09,1
10/7/17 1:30,12.36,0,10/7/17 1:30,1.06,1
10/7/17 1:15,12.36,0,10/7/17 1:15,1.06,1
10/7/17 1:00,12.36,0,10/7/17 1:00,1.1,1
10/7/17 0:45,12.36,0,10/7/17 0:45,1.04,1
10/7/17 0:30,12.36,0,10/7/17 0:30,1.05,1
10/7/17 0:15,12.36,0,10/7/17 0:15,1.06,1
10/7/17 0:00,12.36,0,10/7/17 0:00,1.05,1
10/6/17 23:45,12.36,0,10/6/17 23:45,1.05,1
10/6/17 23:30,12.36,0,10/6/17 23:30,1.05,1
10/6/17 23:15,12.36,0,10/6/17 23:15,1.06,1
10/6/17 23:00,12.36,0,10/6/17 23:00,1.05,1
10/6/17 22:45,12.36,0,10/6/17 22:45,1.05,1
10/6/17 22:30,12.36,0,10/6/17 22:30,1.06,1
10/6/17 22:15,12.36,0,10/6/17 22:15,1.07,1
10/6/17 22:00,12.36,0,10/6/17 22:00,1.05,1
10/6/17 21:45,12.36,0,10/6/17 21:45,1.05,1
10/6/17 21:30,12.36,0,10/6/17 21:30,1.05,1
10/6/17 21:15,12.36,0,10/6/17 21:15,1.04,1
10/6/17 21:00,12.36,0,10/6/17 21:00,1.06,1
10/6/17 20:45,12.36,0,10/6/17 20:45,1.04,1
10/6/17 20:30,12.36,0,10/6/17 20:30,1.04,1
10/6/17 20:15,12.36,0,10/6/17 20:15,1.02,1
10/6/17 20:00,12.36,0,10/6/17 20:00,1.04,1
10/6/17 19:45,12.36,0,10/6/17 19:45,1.08,1
10/6/17 19:30,12.36,0,10/6/17 19:30,1.06,1
10/6/17 19:15,12.36,0,10/6/17 19:15,1.03,1
10/6/17 19:00,12.36,0,10/6/17 19:00,1.04,1
10/6/17 18:45,12.36,0,10/6/17 18:45,1.04,1
10/6/17 18:30,12.36,0,10/6/17 18:30,1.05,1
10/6/17 18:15,12.36,0,10/6/17 18:15,1.07,1
10/6/17 18:00,12.36,0,10/6/17 18:00,1.05,1
10/6/17 17:45,12.36,0,10/6/17 17:45,1.05,1
10/6/17 17:30,12.36,0,10/6/17 17:30,1.05,1
10/6/17 17:15,12.36,0,10/6/17 17:15,1.05,1
10/6/17 17:00,12.36,0,10/6/17 17:00,1.05,1
10/6/17 16:45,12.36,0,10/6/17 16:45,1.05,1
10/6/17 16:30,12.36,0,10/6/17 16:30,1.05,1
10/6/17 16:15,12.36,0,10/6/17 16:15,1.02,1
10/6/17 16:00,12.36,0,10/6/17 16:00,1.11,1
10/6/17 15:45,12.36,0,10/6/17 15:45,1.1,1
10/6/17 15:30,12.36,0,10/6/17 15:30,1.05,1
10/6/17 15:15,12.36,0,10/6/17 15:15,1.03,1
10/6/17 15:00,12.36,0,10/6/17 15:00,1.06,1
10/6/17 14:45,12.36,0,10/6/17 14:45,1.06,1
10/6/17 14:30,12.36,0,10/6/17 14:30,1.05,1
10/6/17 14:15,12.36,0,10/6/17 14:15,1.05,1
10/6/17 14:00,12.36,0,10/6/17 14:00,1.01,1
10/6/17 13:45,12.36,0,10/6/17 13:45,1.09,1
10/6/17 13:30,12.36,0,10/6/17 13:30,1.05,1
10/6/17 13:15,12.36,0,10/6/17 13:15,1.07,1
10/6/17 13:00,12.36,0,10/6/17 13:00,1.07,1
10/6/17 12:45,12.36,0,10/6/17 12:45,1.08,1
10/6/17 12:30,12.36,0,10/6/17 12:30,1.11,1
10/6/17 12:15,12.36,0,10/6/17 12:15,0.99,1
10/6/17 12:00,12.36,0,10/6/17 12:00,0.87,0
10/6/17 11:45,12.36,0,10/6/17 11:45,0.87,0
10/6/17 11:30,12.36,0,10/6/17 11:30,1.05,1
10/6/17 11:15,12.36,0,10/6/17 11:15,1.08,1
10/6/17 11:00,12.36,0,10/6/17 11:00,0.84,0
10/6/17 10:45,12.36,0,10/6/17 10:45,0.92,1
10/6/17 10:30,12.36,0,10/6/17 10:30,1.09,1
10/6/17 10:15,12.36,0,10/6/17 10:15,0.84,0
10/6/17 10:00,12.36,0,10/6/17 10:00,1.07,1
10/6/17 9:45,12.36,0,10/6/17 9:45,1.08,1
10/6/17 9:30,12.36,0,10/6/17 9:30,1.08,1
10/6/17 9:15,12.36,0,10/6/17 9:15,1.04,1
10/6/17 9:00,12.36,0,10/6/17 9:00,1.09,1
10/6/17 8:45,12.36,0,10/6/17 8:45,1.1,1
10/6/17 8:30,12.36,0,10/6/17 8:30,1.11,1
10/6/17 8:15,12.36,0,10/6/17 8:15,1.09,1
10/6/17 8:00,12.36,0,10/6/17 8:00,1.11,1
10/6/17 7:45,12.36,0,10/6/17 7:45,0.84,0
10/6/17 7:30,12.36,0,10/6/17 7:30,1.09,1
10/6/17 7:15,12.36,0,10/6/17 7:15,1.15,2
10/6/17 7:00,12.36,0,10/6/17 7:00,1.08,1
10/6/17 6:45,12.36,0,10/6/17 6:45,1.08,1
10/6/17 6:30,12.36,0,10/6/17 6:30,1.07,1
10/6/17 6:15,12.36,0,10/6/17 6:15,1.09,1
10/6/17 6:00,12.36,0,10/6/17 6:00,1.08,1
10/6/17 5:45,12.36,0,10/6/17 5:45,1.08,1
10/6/17 5:30,12.36,0,10/6/17 5:30,1.07,1
10/6/17 5:15,12.36,0,10/6/17 5:15,1.09,1
10/6/17 5:00,12.36,0,10/6/17 5:00,1.08,1
10/6/17 4:45,12.36,0,10/6/17 4:45,1.06,1
10/6/17 4:30,12.36,0,10/6/17 4:30,1.09,1
10/6/17 4:15,12.36,0,10/6/17 4:15,1.08,1
10/6/17 4:00,12.36,0,10/6/17 4:00,1.06,1
10/6/17 3:45,12.36,0,10/6/17 3:45,0.92,1
10/6/17 3:30,12.36,0,10/6/17 3:30,1.07,1
10/6/17 3:15,12.36,0,10/6/17 3:15,1.07,1
10/6/17 3:00,12.36,0,10/6/17 3:00,1.08,1
10/6/17 2:45,12.36,0,10/6/17 2:45,1.1,1
10/6/17 2:30,12.36,0,10/6/17 2:30,1.15,2
10/6/17 2:15,12.36,0,10/6/17 2:15,1.08,1
10/6/17 2:00,12.36,0,10/6/17 2:00,1.08,1
10/6/17 1:45,12.36,0,10/6/17 1:45,1.06,1
10/6/17 1:30,12.36,0,10/6/17 1:30,1.08,1
10/6/17 1:15,12.36,0,10/6/17 1:15,1.07,1
10/6/17 1:00,12.36,0,10/6/17 1:00,1.08,1
10/6/17 0:45,12.36,0,10/6/17 0:45,1.09,1
10/6/17 0:30,12.36,0,10/6/17 0:30,1.08,1
10/6/17 0:15,12.36,0,10/6/17 0:15,1.09,1
10/6/17 0:00,12.36,0,10/6/17 0:00,1.09,1
10/5/17 23:45,12.36,0,10/5/17 23:45,1.08,1
10/5/17 23:30,12.36,0,10/5/17 23:30,0.84,0
10/5/17 23:15,12.36,0,10/5/17 23:15,1.07,1
10/5/17 23:00,12.36,0,10/5/17 23:00,1.05,1
10/5/17 22:45,12.36,0,10/5/17 22:45,1.07,1
10/5/17 22:30,12.36,0,10/5/17 22:30,1.04,1
10/5/17 22:15,12.36,0,10/5/17 22:15,1.07,1
10/5/17 22:00,12.36,0,10/5/17 22:00,1.08,1
10/5/17 21:45,12.36,0,10/5/17 21:45,1.07,1
10/5/17 21:30,12.36,0,10/5/17 21:30,1.08,1
10/5/17 21:15,12.36,0,10/5/17 21:15,1.09,1
10/5/17 21:00,12.36,0,10/5/17 21:00,1.08,1
10/5/17 20:45,12.36,0,10/5/17 20:45,1.09,1
10/5/17 20:30,12.36,0,10/5/17 20:30,1.1,1
10/5/17 20:15,12.36,0,10/5/17 20:15,0.98,1
10/5/17 20:00,12.36,0,10/5/17 20:00,1.09,1
10/5/17 19:45,12.36,0,10/5/17 19:45,1.09,1
10/5/17 19:30,12.36,0,10/5/17 19:30,1.08,1
10/5/17 19:15,12.36,0,10/5/17 19:15,1.08,1
10/5/17 19:00,12.36,0,10/5/17 19:00,1.09,1
10/5/17 18:45,12.36,0,10/5/17 18:45,1.09,1
10/5/17 18:30,12.36,0,10/5/17 18:30,1.09,1
10/5/17 18:15,12.36,0,10/5/17 18:15,0.85,0
10/5/17 18:00,12.36,0,10/5/17 18:00,1.09,1
10/5/17 17:45,12.36,0,10/5/17 17:45,1.09,1
10/5/17 17:30,12.36,0,10/5/17 17:30,1.09,1
10/5/17 17:15,12.36,0,10/5/17 17:15,1.09,1
10/5/17 17:00,12.36,0,10/5/17 17:00,1.09,1
10/5/17 16:45,12.36,0,10/5/17 16:45,1.11,1
10/5/17 16:30,12.36,0,10/5/17 16:30,1.15,2
10/5/17 16:15,12.36,0,10/5/17 16:15,1.1,1
10/5/17 16:00,12.36,0,10/5/17 16:00,1.11,1
10/5/17 15:45,12.36,0,10/5/17 15:45,1.09,1
10/5/17 15:30,12.36,0,10/5/17 15:30,1.1,1
10/5/17 15:15,12.36,0,10/5/17 15:15,1.08,1
10/5/17 15:00,12.36,0,10/5/17 15:00,1.11,1
10/5/17 14:45,12.36,0,10/5/17 14:45,1.18,2
10/5/17 14:30,12.36,0,10/5/17 14:30,1.12,1
10/5/17 14:15,12.36,0,10/5/17 14:15,1.1,1
10/5/17 14:00,12.36,0,10/5/17 14:00,1.09,1
10/5/17 13:45,12.36,0,10/5/17 13:45,1.09,1
10/5/17 13:15,12.36,0,10/5/17 13:15,1.09,1
10/5/17 13:00,12.36,0,10/5/17 13:00,1.07,1
10/5/17 12:45,12.36,0,10/5/17 12:45,1.08,1
10/5/17 12:30,12.36,0,10/5/17 12:30,1.12,1
10/5/17 12:15,12.36,0,10/5/17 12:15,1.05,1
10/5/17 12:00,12.36,0,10/5/17 12:00,1.09,1
10/5/17 11:45,12.36,0,10/5/17 11:45,1.1,1
10/5/17 11:30,12.36,0,10/5/17 11:30,1.11,1
10/5/17 11:15,12.36,0,10/5/17 11:15,1.11,1
10/5/17 11:00,12.36,0,10/5/17 11:00,1.14,2
10/5/17 10:45,12.36,0,10/5/17 10:45,1.11,1
10/5/17 10:30,12.36,0,10/5/17 10:30,1.11,1
10/5/17 10:15,12.36,0,10/5/17 10:15,1.09,1
10/5/17 10:00,12.36,0,10/5/17 10:00,1.12,1
10/5/17 9:45,12.36,0,10/5/17 9:45,1.15,2
10/5/17 9:30,12.36,0,10/5/17 9:30,1.11,1
10/5/17 9:15,12.36,0,10/5/17 9:15,1.11,1
10/5/17 9:00,12.36,0,10/5/17 9:00,1.11,1
10/5/17 8:45,12.36,0,10/5/17 8:45,1.1,1
10/5/17 8:30,12.36,0,10/5/17 8:30,1.12,1
10/5/17 8:15,12.36,0,10/5/17 8:15,1.01,1
10/5/17 8:00,12.36,0,10/5/17 8:00,1.12,1
10/5/17 7:45,12.36,0,10/5/17 7:45,1.09,1
10/5/17 7:30,12.36,0,10/5/17 7:30,1.07,1
10/5/17 7:15,12.36,0,10/5/17 7:15,1.11,1
10/5/17 7:00,12.36,0,10/5/17 7:00,1.12,1
10/5/17 6:45,12.36,0,10/5/17 6:45,1.16,2
10/5/17 6:30,12.36,0,10/5/17 6:30,1.09,1
10/5/17 6:15,12.36,0,10/5/17 6:15,1.11,1
10/5/17 6:00,12.36,0,10/5/17 6:00,1.11,1
10/5/17 5:45,12.36,0,10/5/17 5:45,1.12,1
10/5/17 5:30,12.36,0,10/5/17 5:30,1.15,2
10/5/17 5:15,12.36,0,10/5/17 5:15,1.07,1
10/5/17 5:00,12.36,0,10/5/17 5:00,1.13,1
10/5/17 4:45,12.36,0,10/5/17 4:45,1.12,1
10/5/17 4:30,12.36,0,10/5/17 4:30,1.13,1
10/5/17 4:15,12.36,0,10/5/17 4:15,1.12,1
10/5/17 4:00,12.36,0,10/5/17 4:00,1.12,1
10/5/17 3:45,12.36,0,10/5/17 3:45,1.11,1
10/5/17 3:30,12.36,0,10/5/17 3:30,1.13,1
10/5/17 3:15,12.36,0,10/5/17 3:15,1.17,2
10/5/17 3:00,12.36,0,10/5/17 3:00,1.15,2
10/5/17 2:45,12.36,0,10/5/17 2:45,1.13,1
10/5/17 2:30,12.36,0,10/5/17 2:30,1.14,2
10/5/17 2:15,12.36,0,10/5/17 2:15,1.14,2
10/5/17 2:00,12.36,0,10/5/17 2:00,1.14,2
10/5/17 1:45,12.36,0,10/5/17 1:45,1.13,2
10/5/17 1:30,12.36,0,10/5/17 1:30,1.15,2
10/5/17 1:15,12.36,0,10/5/17 1:15,1.2,2
10/5/17 1:00,12.36,0,10/5/17 1:00,1.15,2
10/5/17 0:45,12.36,0,10/5/17 0:45,1.15,2
10/5/17 0:30,12.36,0,10/5/17 0:30,1.15,2
10/5/17 0:15,12.36,0,10/5/17 0:15,1.14,2
10/5/17 0:00,12.36,0,10/5/17 0:00,1.16,2
10/4/17 23:45,12.36,0,10/4/17 23:45,1.16,2
10/4/17 23:30,12.36,0,10/4/17 23:30,1.16,2
10/4/17 23:15,12.36,0,10/4/17 23:15,1.19,2
10/4/17 23:00,12.36,0,10/4/17 23:00,1.17,2
10/4/17 22:45,12.36,0,10/4/17 22:45,1.17,2
10/4/17 22:30,12.36,0,10/4/17 22:30,1.16,2
10/4/17 22:15,12.36,0,10/4/17 22:15,1.16,2
10/4/17 22:00,12.36,0,10/4/17 22:00,1.18,2
